date_time,heat_index_high,Population,calls,heat_day,streak,Event
2018-03-14,63.180296412790334,3971896.0,870,False,0.0,Not a Heat Event
2018-03-15,61.61679325472109,3971896.0,937,False,0.0,Not a Heat Event
2018-03-16,59.39499634607253,3971896.0,861,False,0.0,Not a Heat Event
2018-03-17,57.224910676561535,3971896.0,867,False,0.0,Not a Heat Event
2018-03-18,60.26675354619179,3971896.0,897,False,0.0,Not a Heat Event
2018-03-19,70.02029964368259,3971896.0,942,False,0.0,Not a Heat Event
2018-03-20,67.92372068148644,3971896.0,906,False,0.0,Not a Heat Event
2018-03-21,64.87265741208209,3971896.0,890,False,0.0,Not a Heat Event
2018-03-22,63.30235308709242,3971896.0,911,False,0.0,Not a Heat Event
2018-03-23,65.59589750167322,3971896.0,941,False,0.0,Not a Heat Event
2018-03-24,62.946391481173634,3971896.0,861,False,0.0,Not a Heat Event
2018-03-25,59.79150762517281,3971896.0,798,False,0.0,Not a Heat Event
2018-03-26,66.98821079463136,3971896.0,859,False,0.0,Not a Heat Event
2018-03-27,74.56831469397764,3971896.0,926,False,0.0,Not a Heat Event
2018-03-28,72.41534343890889,3971896.0,899,False,0.0,Not a Heat Event
2018-03-29,71.25836834054688,3971896.0,949,False,0.0,Not a Heat Event
2018-03-30,74.35862130498926,3971896.0,936,False,0.0,Not a Heat Event
2018-03-31,70.56430302161213,3971896.0,869,False,0.0,Not a Heat Event
2018-04-01,68.52008136803643,3971896.0,836,False,0.0,Not a Heat Event
2018-04-02,66.5427908267102,3971896.0,868,False,0.0,Not a Heat Event
2018-04-03,69.02436096321759,3971896.0,889,False,0.0,Not a Heat Event
2018-04-04,66.74674641250611,3971896.0,874,False,0.0,Not a Heat Event
2018-04-05,67.67385354109093,3971896.0,917,False,0.0,Not a Heat Event
2018-04-06,68.71046491990442,3971896.0,944,False,0.0,Not a Heat Event
2018-04-07,75.79621355528204,3971896.0,853,False,0.0,Not a Heat Event
2018-04-08,73.99277035473104,3971896.0,926,False,0.0,Not a Heat Event
2018-04-09,86.82245764569926,3971896.0,934,False,0.0,Not a Heat Event
2018-04-10,84.26946104767298,3971896.0,971,False,0.0,Not a Heat Event
2018-04-11,79.2067441424686,3971896.0,899,False,0.0,Not a Heat Event
2018-04-12,69.76006489008724,3971896.0,965,False,0.0,Not a Heat Event
2018-04-13,76.82496680892427,3971896.0,914,False,0.0,Not a Heat Event
2018-04-14,80.97671446739876,3971896.0,882,False,0.0,Not a Heat Event
2018-04-15,76.21208292381903,3971896.0,892,False,0.0,Not a Heat Event
2018-04-16,65.03881334040592,3971896.0,893,False,0.0,Not a Heat Event
2018-04-17,66.94212731218619,3971896.0,886,False,0.0,Not a Heat Event
2018-04-18,69.39139959068305,3971896.0,819,False,0.0,Not a Heat Event
2018-04-19,64.89590269272487,3971896.0,850,False,0.0,Not a Heat Event
2018-04-20,72.79633667715412,3971896.0,876,False,0.0,Not a Heat Event
2018-04-21,79.59971612755024,3971896.0,917,False,0.0,Not a Heat Event
2018-04-22,78.37575436702707,3971896.0,845,False,0.0,Not a Heat Event
2018-04-23,75.5223065546217,3971896.0,928,False,0.0,Not a Heat Event
2018-04-24,70.75659240567832,3971896.0,936,False,0.0,Not a Heat Event
2018-04-25,69.95405135356903,3971896.0,924,False,0.0,Not a Heat Event
2018-04-26,69.85289408997185,3971896.0,895,False,0.0,Not a Heat Event
2018-04-27,67.96137590023596,3971896.0,928,False,0.0,Not a Heat Event
2018-04-28,68.54774827231458,3971896.0,911,False,0.0,Not a Heat Event
2018-04-29,67.73252702378002,3971896.0,824,False,0.0,Not a Heat Event
2018-04-30,65.41685779792786,3971896.0,834,False,0.0,Not a Heat Event
2018-05-01,60.826621633742285,3971896.0,840,False,0.0,Not a Heat Event
2018-05-02,62.79043642539998,3971896.0,851,False,0.0,Not a Heat Event
2018-05-03,69.93219059243877,3971896.0,962,False,0.0,Not a Heat Event
2018-05-04,83.2830306398995,3971896.0,999,False,0.0,Not a Heat Event
2018-05-05,83.36534797895499,3971896.0,966,False,0.0,Not a Heat Event
2018-05-06,79.80754790518188,3971896.0,899,False,0.0,Not a Heat Event
2018-05-07,75.63705876982189,3971896.0,942,False,0.0,Not a Heat Event
2018-05-08,75.48123487627204,3971896.0,886,False,0.0,Not a Heat Event
2018-05-09,75.45774941948834,3971896.0,934,False,0.0,Not a Heat Event
2018-05-10,74.31350328873117,3971896.0,914,False,0.0,Not a Heat Event
2018-05-11,69.97856815783531,3971896.0,795,False,0.0,Not a Heat Event
2018-05-12,71.81744597150929,3971896.0,870,False,0.0,Not a Heat Event
2018-05-13,68.43584063971895,3971896.0,836,False,0.0,Not a Heat Event
2018-05-14,67.74535390062603,3971896.0,800,False,0.0,Not a Heat Event
2018-05-15,69.46315210278074,3971896.0,908,False,0.0,Not a Heat Event
2018-05-16,72.26089167759561,3971896.0,868,False,0.0,Not a Heat Event
2018-05-17,70.72926215569696,3971896.0,894,False,0.0,Not a Heat Event
2018-05-18,67.98728826092426,3971896.0,934,False,0.0,Not a Heat Event
2018-05-19,67.87868879112789,3971896.0,824,False,0.0,Not a Heat Event
2018-05-20,67.96727372979255,3971896.0,804,False,0.0,Not a Heat Event
2018-05-21,65.31679020550877,3971896.0,863,False,0.0,Not a Heat Event
2018-05-22,66.71623418008014,3971896.0,890,False,0.0,Not a Heat Event
2018-05-23,68.48075868789653,3971896.0,845,False,0.0,Not a Heat Event
2018-05-24,66.49452637027184,3971896.0,871,False,0.0,Not a Heat Event
2018-05-25,66.69554219071344,3971896.0,854,False,0.0,Not a Heat Event
2018-05-26,68.44056212378409,3971896.0,857,False,0.0,Not a Heat Event
2018-05-27,71.84579334914321,3971896.0,841,False,0.0,Not a Heat Event
2018-05-28,75.55200301106733,3971896.0,842,False,0.0,Not a Heat Event
2018-05-29,74.5149149298904,3971896.0,867,False,0.0,Not a Heat Event
2018-05-30,67.8277118915321,3971896.0,880,False,0.0,Not a Heat Event
2018-05-31,70.21368940339148,3971896.0,872,False,0.0,Not a Heat Event
2018-06-01,73.73530413124226,3971896.0,955,False,0.0,Not a Heat Event
2018-06-02,77.97790450213684,3971896.0,926,False,0.0,Not a Heat Event
2018-06-03,79.59152853305682,3971896.0,931,False,0.0,Not a Heat Event
2018-06-04,78.59976807167702,3971896.0,911,False,0.0,Not a Heat Event
2018-06-05,73.86895680547029,3971896.0,958,False,0.0,Not a Heat Event
2018-06-06,72.87808612656214,3971896.0,922,False,0.0,Not a Heat Event
2018-06-07,75.56893139572949,3971896.0,926,False,0.0,Not a Heat Event
2018-06-08,80.34758406827265,3971896.0,999,False,0.0,Not a Heat Event
2018-06-09,79.24486472348084,3971896.0,970,False,0.0,Not a Heat Event
2018-06-10,78.27669690235378,3971896.0,872,False,0.0,Not a Heat Event
2018-06-11,81.81985214875255,3971896.0,934,False,0.0,Not a Heat Event
2018-06-12,82.76775743960495,3971896.0,908,False,0.0,Not a Heat Event
2018-06-13,80.768199015026,3971896.0,922,False,0.0,Not a Heat Event
2018-06-14,84.3988566168628,3971896.0,963,False,0.0,Not a Heat Event
2018-06-15,81.62465313774203,3971896.0,897,False,0.0,Not a Heat Event
2018-06-16,74.59067687758731,3971896.0,855,False,0.0,Not a Heat Event
2018-06-17,67.4806746421723,3971896.0,805,False,0.0,Not a Heat Event
2018-06-18,71.87093673211038,3971896.0,904,False,0.0,Not a Heat Event
2018-06-19,75.51085572826123,3971896.0,883,False,0.0,Not a Heat Event
2018-06-20,79.82625203111284,3971896.0,868,False,0.0,Not a Heat Event
2018-06-21,79.10628119318855,3971896.0,912,False,0.0,Not a Heat Event
2018-06-22,79.41696140252635,3971896.0,906,False,0.0,Not a Heat Event
2018-06-23,80.62298285200927,3971896.0,828,False,0.0,Not a Heat Event
2018-06-24,75.67637974156737,3971896.0,854,False,0.0,Not a Heat Event
2018-06-25,78.65165814819957,3971896.0,886,False,0.0,Not a Heat Event
2018-06-26,78.73040174924944,3971896.0,925,False,0.0,Not a Heat Event
2018-06-27,80.12410605035387,3971896.0,945,False,0.0,Not a Heat Event
2018-06-28,77.96538114558598,3971896.0,887,False,0.0,Not a Heat Event
2018-06-29,76.3442209388552,3971896.0,814,False,0.0,Not a Heat Event
2018-06-30,77.49631225631383,3971896.0,940,False,0.0,Not a Heat Event
2018-07-01,78.51461810684721,3971896.0,904,False,0.0,Not a Heat Event
2018-07-02,77.27891907444095,3971896.0,924,False,0.0,Not a Heat Event
2018-07-03,77.61726370226005,3971896.0,909,False,0.0,Not a Heat Event
2018-07-04,79.66102725837578,3971896.0,846,False,0.0,Not a Heat Event
2018-07-05,88.13004154691654,3971896.0,999,False,0.0,Not a Heat Event
2018-07-06,102.09470321509029,3971896.0,1101,True,1.0,Not a Heat Event
2018-07-07,102.1254541756857,3971896.0,1109,True,2.0,Heat Event
2018-07-08,95.6836303715229,3971896.0,1046,True,3.0,Heat Event
2018-07-09,93.71188592537347,3971896.0,995,True,4.0,Heat Event
2018-07-10,89.97781908150111,3971896.0,969,False,0.0,Not a Heat Event
2018-07-11,88.77904048571159,3971896.0,931,False,0.0,Not a Heat Event
2018-07-12,87.82808054839118,3971896.0,947,False,0.0,Not a Heat Event
2018-07-13,85.8912935924724,3971896.0,990,False,0.0,Not a Heat Event
2018-07-14,87.38903577867201,3971896.0,967,False,0.0,Not a Heat Event
2018-07-15,87.57553372322987,3971896.0,942,False,0.0,Not a Heat Event
2018-07-16,85.64271541245644,3971896.0,898,False,0.0,Not a Heat Event
2018-07-17,83.62962030432318,3971896.0,889,False,0.0,Not a Heat Event
2018-07-18,87.06247866050735,3971896.0,901,False,0.0,Not a Heat Event
2018-07-19,87.58457455627392,3971896.0,896,False,0.0,Not a Heat Event
2018-07-20,81.87707305675511,3971896.0,910,False,0.0,Not a Heat Event
2018-07-21,83.22902954061898,3971896.0,888,False,0.0,Not a Heat Event
2018-07-22,89.42416716080322,3971896.0,901,False,0.0,Not a Heat Event
2018-07-23,95.2012379999536,3971896.0,956,True,1.0,Not a Heat Event
2018-07-24,99.37462939734415,3971896.0,911,True,2.0,Heat Event
2018-07-25,93.62635821969313,3971896.0,918,True,3.0,Heat Event
2018-07-26,90.14234998631167,3971896.0,922,True,4.0,Heat Event
2018-07-27,87.95037286741733,3971896.0,935,False,0.0,Not a Heat Event
2018-07-28,87.73045665391636,3971896.0,883,False,0.0,Not a Heat Event
2018-07-29,92.45267412283677,3971896.0,822,True,1.0,Not a Heat Event
2018-07-30,86.85577208036905,3971896.0,920,False,0.0,Not a Heat Event
2018-07-31,89.8397269332346,3971896.0,889,False,0.0,Not a Heat Event
2018-08-01,90.265509772866,3971896.0,859,True,1.0,Not a Heat Event
2018-08-02,88.8779054499718,3971896.0,929,False,0.0,Not a Heat Event
2018-08-03,89.84804802661067,3971896.0,937,False,0.0,Not a Heat Event
2018-08-04,88.36274638292551,3971896.0,930,False,0.0,Not a Heat Event
2018-08-05,88.74142822971876,3971896.0,925,False,0.0,Not a Heat Event
2018-08-06,93.79447177565069,3971896.0,961,True,1.0,Not a Heat Event
2018-08-07,95.96518114276608,3971896.0,950,True,2.0,Heat Event
2018-08-08,94.86987845590964,3971896.0,1018,True,3.0,Heat Event
2018-08-09,94.38795195514048,3971896.0,910,True,4.0,Heat Event
2018-08-10,91.08022888489164,3971896.0,900,True,5.0,Heat Event
2018-08-11,90.02901130469138,3971896.0,875,True,6.0,Heat Event
2018-08-12,87.11619510179338,3971896.0,854,False,0.0,Not a Heat Event
2018-08-13,83.88913671248706,3971896.0,889,False,0.0,Not a Heat Event
2018-08-14,83.0268927279338,3971896.0,900,False,0.0,Not a Heat Event
2018-08-15,86.82204112425468,3971896.0,887,False,0.0,Not a Heat Event
2018-08-16,88.8130108620227,3971896.0,903,False,0.0,Not a Heat Event
2018-08-17,89.97735740321271,3971896.0,961,False,0.0,Not a Heat Event
2018-08-18,87.41768925768518,3971896.0,932,False,0.0,Not a Heat Event
2018-08-19,87.77811987847396,3971896.0,844,False,0.0,Not a Heat Event
2018-08-20,86.45279177461403,3971896.0,937,False,0.0,Not a Heat Event
2018-08-21,85.76104366851875,3971896.0,890,False,0.0,Not a Heat Event
2018-08-22,84.40262653984493,3971896.0,856,False,0.0,Not a Heat Event
2018-08-23,84.03253271119675,3971896.0,885,False,0.0,Not a Heat Event
2018-08-24,82.41864425374176,3971896.0,878,False,0.0,Not a Heat Event
2018-08-25,81.5779384043841,3971896.0,889,False,0.0,Not a Heat Event
2018-08-26,81.82355653676018,3971896.0,893,False,0.0,Not a Heat Event
2018-08-27,80.238428512912,3971896.0,882,False,0.0,Not a Heat Event
2018-08-28,80.69918116281372,3971896.0,919,False,0.0,Not a Heat Event
2018-08-29,84.86654625104852,3971896.0,953,False,0.0,Not a Heat Event
2018-08-30,85.51391664960596,3971896.0,939,False,0.0,Not a Heat Event
2018-08-31,83.83991345121278,3971896.0,878,False,0.0,Not a Heat Event
2018-09-01,82.28466962870039,3971896.0,919,False,0.0,Not a Heat Event
2018-09-02,80.36627398181724,3971896.0,912,False,0.0,Not a Heat Event
2018-09-03,81.06632188679258,3971896.0,833,False,0.0,Not a Heat Event
2018-09-04,78.86460384785849,3971896.0,902,False,0.0,Not a Heat Event
2018-09-05,79.30012327210947,3971896.0,859,False,0.0,Not a Heat Event
2018-09-06,78.63511296666208,3971896.0,916,False,0.0,Not a Heat Event
2018-09-07,85.12290854544285,3971896.0,947,False,0.0,Not a Heat Event
2018-09-08,87.34856338064974,3971896.0,894,False,0.0,Not a Heat Event
2018-09-09,89.10614468819153,3971896.0,884,False,0.0,Not a Heat Event
2018-09-10,83.49586937579633,3971896.0,907,False,0.0,Not a Heat Event
2018-09-11,81.17830555278829,3971896.0,883,False,0.0,Not a Heat Event
2018-09-12,80.93674308736703,3971896.0,914,False,0.0,Not a Heat Event
2018-09-13,84.58094495338803,3971896.0,961,False,0.0,Not a Heat Event
2018-09-14,87.55824434161879,3971896.0,946,False,0.0,Not a Heat Event
2018-09-15,84.67546670386717,3971896.0,881,False,0.0,Not a Heat Event
2018-09-16,84.12605748996998,3971896.0,961,False,0.0,Not a Heat Event
2018-09-17,83.56556861072224,3971896.0,877,False,0.0,Not a Heat Event
2018-09-18,82.18546047335376,3971896.0,919,False,0.0,Not a Heat Event
2018-09-19,80.13992529578594,3971896.0,862,False,0.0,Not a Heat Event
2018-09-20,81.90850848233579,3971896.0,894,False,0.0,Not a Heat Event
2018-09-21,81.35540372841028,3971896.0,988,False,0.0,Not a Heat Event
2018-09-22,84.41682026782922,3971896.0,851,False,0.0,Not a Heat Event
2018-09-23,81.41255575048565,3971896.0,927,False,0.0,Not a Heat Event
2018-09-24,77.1009321403919,3971896.0,915,False,0.0,Not a Heat Event
2018-09-25,75.06476561407963,3971896.0,889,False,0.0,Not a Heat Event
2018-09-26,82.8206018703124,3971896.0,917,False,0.0,Not a Heat Event
2018-09-27,83.22318146970036,3971896.0,958,False,0.0,Not a Heat Event
2018-09-28,82.14913383974886,3971896.0,897,False,0.0,Not a Heat Event
2018-09-29,78.8183446352041,3971896.0,881,False,0.0,Not a Heat Event
2018-09-30,82.0808516987884,3971896.0,857,False,0.0,Not a Heat Event
2018-10-01,87.35155000148308,3971896.0,979,False,0.0,Not a Heat Event
2018-10-02,83.32325824889118,3971896.0,949,False,0.0,Not a Heat Event
2018-10-03,76.67273397303873,3971896.0,922,False,0.0,Not a Heat Event
2018-10-04,76.62499011009433,3971896.0,955,False,0.0,Not a Heat Event
2018-10-05,76.40989116496154,3971896.0,964,False,0.0,Not a Heat Event
2018-10-06,75.3186004855466,3971896.0,922,False,0.0,Not a Heat Event
2018-10-07,75.81851740861646,3971896.0,927,False,0.0,Not a Heat Event
2018-10-08,75.6386026702421,3971896.0,940,False,0.0,Not a Heat Event
2018-10-09,74.6230893844054,3971896.0,885,False,0.0,Not a Heat Event
2018-10-10,72.47956999264554,3971896.0,876,False,0.0,Not a Heat Event
2018-10-11,73.09605256976809,3971896.0,897,False,0.0,Not a Heat Event
2018-10-12,79.2564712338548,3971896.0,990,False,0.0,Not a Heat Event
2018-10-13,73.27428093673642,3971896.0,854,False,0.0,Not a Heat Event
2018-10-14,72.29265800488929,3971896.0,840,False,0.0,Not a Heat Event
2018-10-15,79.16776739358774,3971896.0,914,False,0.0,Not a Heat Event
2018-10-16,79.95984894750897,3971896.0,932,False,0.0,Not a Heat Event
2018-10-17,80.58390180511633,3971896.0,886,False,0.0,Not a Heat Event
2018-10-18,82.12998849087379,3971896.0,908,False,0.0,Not a Heat Event
2018-10-19,84.8644477099422,3971896.0,952,False,0.0,Not a Heat Event
2018-10-20,84.87039359498331,3971896.0,855,False,0.0,Not a Heat Event
2018-10-21,80.5588434864453,3971896.0,869,False,0.0,Not a Heat Event
2018-10-22,75.94606700557063,3971896.0,914,False,0.0,Not a Heat Event
2018-10-23,75.09478633465976,3971896.0,919,False,0.0,Not a Heat Event
2018-10-24,78.47322301417175,3971896.0,888,False,0.0,Not a Heat Event
2018-10-25,79.09403974288023,3971896.0,934,False,0.0,Not a Heat Event
2018-10-26,82.28648696899923,3971896.0,937,False,0.0,Not a Heat Event
2018-10-27,81.67101909137811,3971896.0,914,False,0.0,Not a Heat Event
2018-10-28,79.3430024270327,3971896.0,944,False,0.0,Not a Heat Event
2018-10-29,74.86555927617374,3971896.0,966,False,0.0,Not a Heat Event
2018-10-30,74.66978333288677,3971896.0,843,False,0.0,Not a Heat Event
2018-10-31,78.22117200252006,3971896.0,892,False,0.0,Not a Heat Event
2018-11-01,80.50616983025668,3971896.0,949,False,0.0,Not a Heat Event
2018-11-02,84.54958137335663,3971896.0,963,False,0.0,Not a Heat Event
2018-11-03,84.17239513164881,3971896.0,905,False,0.0,Not a Heat Event
2018-11-04,80.74695576306951,3971896.0,929,False,0.0,Not a Heat Event
2018-11-05,75.7802070072199,3971896.0,1000,False,0.0,Not a Heat Event
2018-11-06,74.92407421601997,3971896.0,919,False,0.0,Not a Heat Event
2018-11-07,71.46478748535012,3971896.0,956,False,0.0,Not a Heat Event
2018-11-08,74.95926685061845,3971896.0,918,False,0.0,Not a Heat Event
2018-11-09,79.38362819324098,3971896.0,995,False,0.0,Not a Heat Event
2018-11-10,76.19170330730725,3971896.0,846,False,0.0,Not a Heat Event
2018-11-11,75.74549506783275,3971896.0,866,False,0.0,Not a Heat Event
2018-11-12,75.01076496612224,3971896.0,875,False,0.0,Not a Heat Event
2018-11-13,73.59594260928405,3971896.0,862,False,0.0,Not a Heat Event
2018-11-14,77.46862959016532,3971896.0,903,False,0.0,Not a Heat Event
2018-11-15,78.75350048019817,3971896.0,841,False,0.0,Not a Heat Event
2018-11-16,74.5217554291842,3971896.0,878,False,0.0,Not a Heat Event
2018-11-17,70.53799939969134,3971896.0,853,False,0.0,Not a Heat Event
2018-11-18,72.86102751316832,3971896.0,818,False,0.0,Not a Heat Event
2018-11-19,71.10010682660723,3971896.0,907,False,0.0,Not a Heat Event
2018-11-20,72.38544419809051,3971896.0,875,False,0.0,Not a Heat Event
2018-11-21,69.32643982996323,3971896.0,877,False,0.0,Not a Heat Event
2018-11-22,66.82560859825513,3971896.0,822,False,0.0,Not a Heat Event
2018-11-23,68.56157752046545,3971896.0,840,False,0.0,Not a Heat Event
2018-11-24,69.40724934777779,3971896.0,844,False,0.0,Not a Heat Event
2018-11-25,75.08629127796657,3971896.0,850,False,0.0,Not a Heat Event
2018-11-26,75.82465472053482,3971896.0,895,False,0.0,Not a Heat Event
2018-11-27,73.80974462669943,3971896.0,867,False,0.0,Not a Heat Event
2018-11-28,68.57856578276942,3971896.0,873,False,0.0,Not a Heat Event
2018-11-29,64.40880761478563,3971896.0,906,False,0.0,Not a Heat Event
2018-11-30,64.41021170457581,3971896.0,898,False,0.0,Not a Heat Event
2018-12-01,63.051004287192455,3971896.0,893,False,0.0,Not a Heat Event
2018-12-02,61.58926114020152,3971896.0,831,False,0.0,Not a Heat Event
2018-12-03,65.82572395583502,3971896.0,888,False,0.0,Not a Heat Event
2018-12-04,68.4183101630108,3971896.0,884,False,0.0,Not a Heat Event
2018-12-05,63.545868050287616,3971896.0,922,False,0.0,Not a Heat Event
2018-12-06,55.45585881817777,3971896.0,849,False,0.0,Not a Heat Event
2018-12-07,67.84512266394994,3971896.0,975,False,0.0,Not a Heat Event
2018-12-08,69.7092150766205,3971896.0,879,False,0.0,Not a Heat Event
2018-12-09,70.18561256081192,3971896.0,902,False,0.0,Not a Heat Event
2018-12-10,66.9070722129379,3971896.0,890,False,0.0,Not a Heat Event
2018-12-11,68.4831413411086,3971896.0,948,False,0.0,Not a Heat Event
2018-12-12,66.07726687047979,3971896.0,931,False,0.0,Not a Heat Event
2018-12-13,75.0071105773031,3971896.0,918,False,0.0,Not a Heat Event
2018-12-14,68.17827464440812,3971896.0,909,False,0.0,Not a Heat Event
2018-12-15,70.53704378947194,3971896.0,908,False,0.0,Not a Heat Event
2018-12-16,69.40797884477317,3971896.0,940,False,0.0,Not a Heat Event
2018-12-17,65.10119113739705,3971896.0,902,False,0.0,Not a Heat Event
2018-12-18,66.33551709799002,3971896.0,884,False,0.0,Not a Heat Event
2018-12-19,74.02377264852008,3971896.0,876,False,0.0,Not a Heat Event
2018-12-20,74.77358429482929,3971896.0,869,False,0.0,Not a Heat Event
2018-12-21,70.29578172787893,3971896.0,846,False,0.0,Not a Heat Event
2018-12-22,68.44836060737495,3971896.0,891,False,0.0,Not a Heat Event
2018-12-23,66.41359020448452,3971896.0,853,False,0.0,Not a Heat Event
2018-12-24,65.67263817230648,3971896.0,875,False,0.0,Not a Heat Event
2018-12-25,64.39877531929055,3971896.0,761,False,0.0,Not a Heat Event
2018-12-26,64.30991192400502,3971896.0,874,False,0.0,Not a Heat Event
2018-12-27,64.01279545206802,3971896.0,834,False,0.0,Not a Heat Event
2018-12-28,58.24622535738221,3971896.0,852,False,0.0,Not a Heat Event
2018-12-29,59.080743147748244,3971896.0,824,False,0.0,Not a Heat Event
2018-12-30,61.75850676688659,3971896.0,818,False,0.0,Not a Heat Event
2018-12-31,63.68172992408738,3971896.0,897,False,0.0,Not a Heat Event
2019-01-01,56.96221745480706,3971896.0,886,False,0.0,Not a Heat Event
2019-01-02,59.12722253777904,3971896.0,899,False,0.0,Not a Heat Event
