date_time,stid,relative_humidity_high,air_temp_high,heat_index_high,relative_humidity_low,air_temp_low,heat_index_low,lon,lat,geometry
2018-01-18,KBUR,71.27,78.8,77.51975000000002,22.59,51.8,49.80503,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-01-19,KBUR,100.0,71.6,70.6455,40.63,55.04,54.24396,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-01-20,KBUR,87.75,60.8,57.756879999999995,21.52,48.2,45.223220000000005,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-01-21,KBUR,64.9,62.96,59.922320000000006,20.19,39.02,35.51673000000001,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-01-22,KBUR,52.98,69.8,67.21978,13.49,42.08,38.35586,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-01-23,KBUR,60.77,73.4,71.20234,15.04,42.8,39.433620000000005,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-01-24,KBUR,56.72,73.4,71.20234,9.43,44.6,41.42584,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-01-25,KBUR,76.68,71.6,69.05642999999999,11.74,44.06,40.968140000000005,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-01-26,KBUR,75.5,66.92,64.19325,17.81,42.8,39.63619,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-01-27,KBUR,54.08,73.4,71.09471,13.93,42.8,39.24374,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-01-28,KBUR,35.27,86.0,82.39736891278162,11.32,53.6,50.30359,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-01-29,KBUR,29.06,84.2,81.13664119921945,9.98,60.8,57.84853,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-01-30,KBUR,35.88,84.2,81.25183349648667,10.98,57.2,54.173350000000006,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-01-31,KBUR,53.53,80.6,79.16746,11.85,50.0,47.040600000000005,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-02-01,KBUR,61.76,82.4,79.96644821145621,13.78,48.2,45.61097000000001,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-02-02,KBUR,63.23,84.2,81.27759196272669,12.26,51.08,48.859809999999996,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-02-03,KBUR,60.61,82.4,80.14119159619602,17.42,51.08,48.73667,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-02-04,KBUR,58.03,82.4,80.29377015980769,15.97,51.08,48.522349999999996,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-02-05,KBUR,62.0,80.6,79.10655873124576,21.04,51.8,49.39566,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-02-06,KBUR,100.0,78.8,77.68989,27.87,51.08,50.588,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-02-07,KBUR,93.65,82.4,79.78975778595895,11.84,48.2,46.54956000000001,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-02-08,KBUR,43.9,84.2,81.26122675431138,9.6,50.0,46.576710000000006,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-02-09,KBUR,55.15,80.6,79.05748,13.78,51.8,49.03376,-118.36538,34.19967,POINT (-118.36538 34.19967)
2018-02-10,KBUR,100.0,73.4,72.63866000000002,40.92,53.06,52.435590000000005,-118.36538,34.19967,POINT (-118.36538 34.19967)
